,33N,35N,36N,37N,42N,47N,54N,63N,64N,66N,77N,79N,84N,85N,86N,88N,92N,99N,100N,101N,107N,109N,110N,126N,2,4,5,6,7,8,10,12,13,14,23,24,25,27,29,49,50,69,70,71,72,73,90,93,98,106,114,112,115,118,119,120,121,34N,38N,39N,46N,53N,55N,56N,57N,58N,59N,62N,65N,67N,68,75N,78N,83N,89N,102N,103N,104N,108N,111N,1,16,18,21,41,48,51,60,74,91,94,97,113,117,122,Pool1,Pool1v2,Pool2,Pool2v2
Label,Ctrl,Ctrl,Ctrl,Ctrl,Ctrl,Ctrl,Ctrl,Ctrl,Ctrl,Ctrl,Ctrl,Ctrl,Ctrl,Ctrl,Ctrl,Ctrl,Ctrl,Ctrl,Ctrl,Ctrl,Ctrl,Ctrl,Ctrl,Ctrl,PKD,PKD,PKD,PKD,PKD,PKD,PKD,PKD,PKD,PKD,PKD,PKD,PKD,PKD,PKD,PKD,PKD,PKD,PKD,PKD,PKD,PKD,PKD,PKD,PKD,PKD,PKD,PKD,PKD,PKD,PKD,PKD,PKD,Ctrl,Ctrl,Ctrl,Ctrl,Ctrl,Ctrl,Ctrl,Ctrl,Ctrl,Ctrl,Ctrl,Ctrl,Ctrl,Ctrl,Ctrl,Ctrl,Ctrl,Ctrl,Ctrl,Ctrl,Ctrl,Ctrl,Ctrl,PKD,PKD,PKD,PKD,PKD,PKD,PKD,PKD,PKD,PKD,PKD,PKD,PKD,PKD,PKD,Pool,Pool,Pool,Pool
F261,887132.1295,122951.0277,343657.5622,81712.52571,135533.1444,411821.8022,219816.2795,67927.2306,422599.1711,386645.5044,305738.0689,148490.9904,582552.5586,263432.1714,NA,16060.39155,160890.1993,289383.9516,1138329.154,358936.7115,565851.7511,257138.3089,290068.6334,906616.9817,211944.6936,275777.2733,211918.0222,1787.850998,215593.6482,185316.4491,213116.1108,298903.2911,233952.0274,1923079.896,241149.1421,158464.6092,162154.4213,68766.28134,167251.833,854047.9518,561777.0033,225065.3227,160766.4698,349967.3526,204610.2773,362524.4936,197099.0267,155468.0952,244558.7844,1208501.435,120691.5017,393849.6204,379319.6568,400417.2022,455351.4841,151504.825,481926.5089,311530.1226,607448.6664,126440.0665,492324.4887,601145.5638,72227.06909,598120.2342,424437.1794,1360352.685,649036.9704,17151.00911,264941.9289,300405.9444,1386054.956,91799.5956,2090388.007,337588.6674,81515.9985,765700.7442,416164.4196,599337.5502,208424.3828,179199.8905,114173.4572,221036.6472,1331269.749,241556.4042,288414.5622,855544.6518,152401.9764,597162.3462,314734.6468,803952.5577,338511.6324,344293.6436,464836.4351,366203.5957,215773.3993,406946.7432,426886.6533,314349.3959,343438.6892
F262,331833.357,874977.7626,245655.4205,295320.0315,689999.7528,484879.9122,296396.9018,535722.5579,333336.1309,470626.793,858359.4456,621521.3086,776941.9705,436665.6997,751076.095,314378.3317,571773.8289,628821.6914,856890.202,350419.6209,703648.3947,454470.0286,627981.9851,530945.121,1237893.629,870028.2336,551563.884,460595.8459,461973.8832,466568.9132,740783.0545,461820.1634,875954.9765,399192.1309,991189.9405,602694.5006,488568.1372,708718.2128,1307577.225,405198.0757,564566.3862,292645.5578,496550.8332,517619.0568,493725.6075,364659.6655,422434.02,861769.926,396100.7635,1135720.527,504736.1322,537119.1323,386092.3333,1028358.84,1110351.524,1907721.798,428904.6887,250988.0118,388706.9728,536455.0643,939639.792,288543.465,589846.4766,941792.9734,719337.2529,319795.8978,384242.6665,384024.9953,917366.1813,564746.7143,269887.8662,687388.5476,790298.1452,390532.01,426608.6742,410340.9973,482074.1994,779868.404,500982.6314,1005706.188,890752.2429,236714.0808,478022.0367,529750.4987,510177.3675,782958.9868,510832.9019,722051.4243,615792.4336,419995.2909,657002.1032,547935.9485,407096.8465,507978.471,414820.5622,591723.0512,316920.8472,546435.0528,351070.3105
F263,1855175.002,1088720.416,561076.9092,148576.8184,3682238.458,332041.0678,543090.7731,345776.9269,955018.3272,1690940.662,1053019.504,1260978.531,759079.4627,1461698.354,2295038.736,202801.6672,131111.3135,835784.5644,2968675.251,977901.4288,1756922.07,516485.2875,2035387.35,644124.3401,351966.7495,1268488.815,196916.8278,342878.3094,558353.8707,1170852.959,671546.2406,1023222.265,1293892.621,543094.634,650130.1541,743151.3425,796269.345,9676977.709,1157219.504,1669715.872,887426.457,403936.9255,202102.4942,415419.9029,822275.0225,288554.8587,586965.4066,175146.4152,307109.4628,2903638.405,1643127.636,2413111.935,545430.4074,1731735.129,1769345.095,1216215.524,2087085.163,613834.8247,623401.8261,315060.0086,1016452.873,4012757.108,130495.7225,4301396.06,915682.9717,1027844.756,1802351.325,164294.6771,1070985.637,307455.6944,1976548.592,2266260.235,1365709.043,1031353.549,3884003.361,1865015.201,1054828.716,502169.7906,827492.698,1579530.699,1417172.547,2414271.816,2679330.178,307748.0055,1680166.421,4201885.565,492919.7111,4965259.609,727771.3728,474850.1922,4061687.305,610709.4768,2255886.304,2217518.914,2794210.559,1826789.676,980687.0441,1236896.75,979887.3891
F264,1923820.671,475278.0828,698387.5338,57666.71324,163581.623,NA,65058.29,67238.95886,564677.6102,4213097.39,159099.6578,181436.9586,110958.7106,6199062.656,141261.5394,237309.1025,10283.83371,60895.77267,NA,156801.7756,974305.5942,75653.32954,321414.7166,155353.666,372833.2335,2071703.156,NA,106352.8306,191113.026,406571.5704,906268.1553,156087.7842,317902.8771,1244700.61,998541.6,949416.3361,467467.3044,381663.6928,37440.54932,314122.407,113991.3201,79596.07071,37128.138,81282.78514,264012.3325,239555.4689,95821.935,169403.3437,410957.4051,15650.14157,210974.3128,148588.921,117664.4366,7161931.663,65248.1376,239139.1011,10207276.35,126241.2123,406823.016,211806.9518,146134.5692,29653.611,NA,134493.4262,215208.6933,1233182.083,138544.5717,25664.19083,83493.6402,10193.99279,579734.4535,501757.4982,130254.267,716888.3692,239919.1996,250913.673,472355.695,715188.0191,372080.3827,28324.11086,NA,262033.0415,340466.7991,77315.96714,227447.09,881990.0472,77352.88786,237864.5078,53914.1274,102075.5923,182960.932,598778.2775,10456679.58,667021.6912,354513.0289,232470.9059,128716.8941,3077948.263,2362740.613
F265,1417539.037,577128.0582,1556123.247,109623.8489,598596.2253,68230.68686,106393.9154,699388.9518,715868.8006,935619.4698,1146058.482,806010.8664,2107155.583,453554.0058,322291.2815,67133.27659,129632.1623,183941.4366,393970.7004,363601.0765,4268133.403,227489.0948,259931.889,289725.4895,730121.5533,411208.4086,NA,183636.6521,943105.4457,706353.0772,1572449.983,708913.6852,569183.0364,2453994.149,521602.4075,3191734.059,1988980.124,279843.1944,342106.9527,1166854.657,694253.8174,285443.3768,270638.3437,278855.166,1355884.381,80596.2972,29254.67807,657637.0258,NA,460546.5636,284336.2615,149263.8954,428943.7003,827154.7844,1430588.916,475048.73,132639.131,278004.4681,1137775.066,462305.191,273622.8632,744558.36,NA,647265.4289,2544125.517,2142074.982,221264.3068,15398.43076,847210.3006,232668.9996,2846265.062,1075557.285,1900387.296,236530.8044,456311.8084,100748.451,151629.1208,1724999.881,145889.9985,315249.921,248977.0428,24982.11029,279734.1788,593668.7012,2942454.474,1306707.478,155602.6403,208931.8433,760187.7205,77462.04262,175991.9075,1325515.436,408665.6352,809984.0727,1704925.973,442165.6422,225524.2773,484105.8265,348587.1336
F266,135712.1579,76634.18425,827972.8388,21410.27583,764079.2644,2222948.113,859225.2276,7080.486361,1006904.451,NA,921455.76,1160417.303,433465.1898,NA,417849.3353,NA,488688.6067,286680.7981,298522.8018,NA,34022.60655,NA,531169.5194,763.9113381,359557.7431,162884.1341,4165.40079,526013.8287,872871.9644,453980.0418,232138.17,3197.950481,17895.40671,1307.862729,114480.5245,44264.94417,685138.3722,443990.5486,305310.0522,46934.16196,1225387.851,758933.5244,418901.3742,557592.5916,132160.9741,795302.4761,10919.33972,NA,4618.246002,297847.7295,42383.31627,755514.2595,61492.74929,95934.10307,215821.8632,44179.30051,2496.346321,437979.6709,978489.2319,17447.46601,1287558.233,1529395.965,734.1684265,71946.77683,975073.9718,614303.5524,253123.5229,199017.1968,365558.5875,107062.6557,235567.9098,318899.6975,723587.8807,167159.966,671809.7644,734066.1653,424475.8458,929174.6425,135759.8515,882009.1162,96220.0705,324.5543223,5660.076282,499622.9646,446.1609039,170922.0031,434584.5701,185297.4468,730347.6924,NA,367174.4352,756171.7542,18634.9128,471274.3911,566260.8616,287190.3778,438125.7116,105043.9107,190267.5886
F267,690873.8563,67672.7916,489966.6661,71821.04983,16862.56808,642735.6413,276425.523,68237.5464,417982.4136,126873.2634,142662.0424,175410.8148,455428.8266,329142.2904,498756.4247,NA,NA,210355.5022,406404.9378,245637.381,289050.2356,408637.8933,1011247.098,243667.749,49857.0726,94086.38937,61399.623,450185.0048,144527.9746,318794.153,301903.0183,247427.9356,39030.80043,1662190.018,115710.749,302205.4228,73069.8918,1460.7559,160290.0067,2898776.63,825229.6506,239295.3894,176776.4625,332521.5627,96588.271,192968.1815,1074942.997,91595.30286,135705.2684,421396.8828,81164.76117,245339.064,142985.0257,131168.225,436375.5954,96957.23733,360517.0075,191519.8083,900017.5067,94732.189,702537.0108,934233.5567,5345.430626,201891.9614,231142.3656,1368310.508,203837.02,48361.13004,91316.43,330443.0467,1220067.932,38098.01708,575857.3206,276562.2216,26270.10334,804684.9203,384332.604,244419.0924,344164.1694,190113.7386,31421.7198,157935.672,621617.4264,149286.4136,29150.05723,1894175.626,264185.2114,123665.688,419645.1978,326431.2678,107206.7179,1444975.046,527117.2216,267593.769,465603.996,426047.6286,455697.172,160864.1605,184501.2024
F268,1064397.052,8572.386167,27812.27429,1312003.154,1251562.533,2682734.477,159342.1178,111547.4503,1379731.091,35121.47692,33486.09,66434.526,24083.67333,1988063.174,20105.93829,2450299.456,3513314.29,1986946.081,389434.6622,1151129.674,9355.685333,63365.832,30107.34571,17916.525,55221.0945,633289.5556,115994.9858,92182.1225,2855479.241,48574.39946,60593.96363,72126.34975,49502.592,12776.56286,237027.2445,650501.8948,52892.1515,30508.10743,18813.998,52717.79071,1899410.689,109714.5855,187892.8774,114180.5145,67900.40438,81413.62763,63499.63714,37650.24733,72892.46643,238159.8326,7879.23175,45393.51929,1687641.821,13501.68283,479087.9889,17258.91375,28413.90514,116729.0244,54940.106,1231736.917,25825.54071,84334.40775,76633.87511,28932.33333,1294839.055,13782.40286,1776670.189,6513.888788,39350.55533,102311.2907,22897.54286,15156.0905,5682.85319,76661.37286,1086165.582,33766.64229,24252.33917,7434.803343,63542.7065,7569.3108,741644.3287,53224.70214,1468197.073,2069412.298,37034.47,9320.202,682048.64,19716.82971,131744.9055,1068193.499,52196.8455,767676.2719,47546.37318,717485.0183,1214629.671,72098.41275,555975.3105,54930.04,71597.139
F269,2135217.971,238585.6289,900142.6213,789387.9331,3820448.25,3363522.328,3464824.137,2292306.679,1427565.355,101412.9909,346600.3905,1411752.022,825854.9952,385994.2564,578087.9323,69917.28222,1552904.776,1673956.157,406340.0808,64972.48225,5979.682222,157061.3452,440156.0478,458149.848,1456349.966,408252.7883,2522771.991,3883281.943,5407722.641,1845054.03,934542.0646,1107734.976,375100.9584,139400.4591,408375.2657,727690.5103,2733662.779,NA,357898.3809,2433142.052,8368101.811,5663088.971,4764013.702,2326452.677,3245541.766,5085238.762,897514.0822,211381.5891,268550.1958,237783.7224,715838.5169,1429549.058,3094091.256,7252.490234,241141.3469,700456.2989,231903.4515,2990231.273,2087456.47,983856.0966,710939.5597,4386511.397,NA,1492320.838,1471890.486,149673.3668,2145990.412,4222916.48,942725.4312,3901980.715,2108385.325,423964.7385,32907.45592,677169.9505,1831684.912,1090685.716,1056389.818,196207.5762,2058511.629,188752.6614,849533.0665,317944.9788,812644.2567,3045286.566,NA,NA,157297.9245,950490.4697,2300889.259,387119.9668,1823382.759,423224.8524,1045917.562,1391887.571,1173846.843,966821.3034,2920701.29,1185223.229,1875676.212
F270,702386.4691,313970.0394,696118.7636,625879.097,236479.5152,354518.8131,384646.6982,826371.9732,848269.4758,858662.5248,500950.251,456215.1968,469927.3755,757358.8176,167410.9411,223556.8687,561148.5295,699529.8737,1694137.679,1332221.477,1081916.536,747226.116,373266.4998,1134193.002,373749.3873,335955.3958,344990.5629,338330.0408,908852.028,374013.3168,490322.6409,680503.3745,177863.0865,2890175.375,702131.4526,707925.5755,484047.7869,94800.80651,415239.0696,1020878.701,1240881.69,398214.2691,479425.9374,864741.6457,977905.3731,472327.5882,759631.6485,353765.2333,994910.6219,1097991.947,347130.88,582071.6694,1474344.634,629878.3003,681275.4702,535921.8439,718802.5479,1125649.112,841470.9173,640654.5223,602123.4036,1013608.545,222279.7967,1031282.177,821784.2966,1022098.805,1037184.109,72582.91113,488922.368,592829.1431,1434067.518,365425.0489,1041385.715,995376.4846,419579.9362,1407088.703,1041839.924,1048747.938,774305.6948,364024.7129,764336.6186,738805.5533,1751954.196,409721.9614,1045137.618,555722.2442,1603048.827,556733.2938,607466.5892,668541.3898,658173.1105,519764.7552,1704114.747,819201.9657,782594.0022,382021.5132,543579.3527,383828.7244,597755.0518
F271,168323.5911,120114.1875,423164.9179,151427.8895,99543.89404,294733.9266,65243.3325,648066.6444,543839.7756,753131.6917,246365.8589,234591.5244,104657.7492,349868.7822,NA,99283.41883,18306.89297,228232.7808,372989.2889,118779.563,616314.0717,508997.3756,193448.9505,311345.3249,204442.4861,287076.6957,171803.3644,99977.5644,384444.7278,89741.98831,314075.1682,118006.9435,8005.243307,1575977.261,592049.1477,130153.3887,113373.8233,21815.93503,186989.5422,848911.063,978906.657,265918.5455,131212.6956,511204.8696,235199.8023,86635.9806,533911.8867,330037.317,119311.9295,381058.8406,90491.4798,284209.0178,584802.9391,544240.2113,138225.719,193511.4173,225062.9871,318291.2154,507927.3979,274096.7362,276526.3008,213995.2916,117036.4023,247669.3978,270725.0916,717476.0284,451750.9947,51103.5641,479936.9241,276077.5559,604947.1874,651675.0132,236125.2843,397896.9871,915406.2138,1148985.172,1046949.098,247382.84,324576.3576,88576.10356,83907.805,335506.7044,445970.7467,68915.5044,355996.1113,765492.4508,308250.354,397574.5333,144072.2598,57420.3966,248567.5338,664761.6453,356934.3225,270411.7467,214483.5257,140478.968,160553.1806,280063.0653,331920.5511
F272,890339.0622,303692.4036,466873.1933,225794.816,208555.5111,1013055.751,298157.9511,25956.4379,511960.9071,456808.6089,736817.4276,179107.0851,368583.3288,253733.2078,160937.075,221648.0863,176245.306,1686560.482,1768830.992,1307433.307,967292.265,222289.9222,237844.28,879527.7726,330217.9188,437185.0722,185980.9489,209169.5681,308437.4767,276178.7226,176120.4037,683301.1711,1639212.781,1346210.758,803056.3806,427806.75,633852.45,208078.3815,232535.1044,533030.8489,576981.3513,415578.4356,1056993.893,446572.0136,345637.92,1184113.207,509372.9088,691140.3512,718450.6146,1822054.642,465967.611,831298.5893,620319.4422,516802.5276,650183.4426,509524.1945,562445.3378,1124811.958,427757.3111,167549.285,489095.6172,422188.7133,289835.8049,1109793.3,648288.4956,602262.6578,1127168.296,559238.9828,346447.4022,158706.0315,734032.1844,100866.0295,1272765.742,722596.6533,126910.8067,2935455.672,1506888.536,684203.4336,715772.8511,360004.0791,1041053.396,332811.7711,1427955.698,182652.5843,758436.7602,1005559.221,1021579.57,2356620.171,454046.76,535516.3133,925856.9578,247255.32,961281.335,514790.4733,392748.2822,725302.4091,603142.7348,610625.6616,561629.1556
F273,138807.9492,763208.1706,336449.4433,223691.6478,224711.3662,87617.41673,798389.4039,350223.7835,2471795.722,299950.5231,116871.7488,294974.447,377256.8308,2428593.222,2326408.544,204676.6718,770074.8596,59599.5918,571613.3942,3131295.754,8602413.962,526632.6772,179266.7453,164759.3661,507509.3322,1273893.806,68412.31425,95833.56222,203426.421,1250588.969,994759.2118,2053664.8,1388734.214,68890.6465,130828.5426,1923439.434,444857.0455,1933135.877,90774.29725,136260.3864,101885.7682,33406.46217,94122.20181,173518.6128,188472.2636,170448.1872,554351.3648,55745.10836,416673.3972,75049.75725,94302.078,2211192.287,133412.3123,2952525.479,570808.4087,239447.8704,102767.8528,181884.9708,2001080.459,203946.1572,136169.0797,3555188.373,109782.9711,2912761.38,534765.7329,273466.2033,101807.5296,490285.6336,331089.5083,339633.2197,426168.8555,2401724.046,284655.0244,1358894.541,341530.9067,184013.5878,372566.5464,5595040.463,3437012.125,3971021.458,425408.8726,342149.6112,2240484.843,921875.1792,334975.5774,3969085.973,115182.2555,3355845.333,910178.9041,177179.0415,121777.1446,4999398.707,85013.40433,139507.8729,471072.4127,1676965.056,124668.1254,993479.4098,239305.7367
F274,1141189.816,1849972.736,1390006.127,194632.9663,251805.1867,336513.039,378254.7136,720748.2523,308264.4422,374485.1549,281507.0356,278596.3841,526503.1392,191165.2422,174030.2892,390513.9044,222066.8105,936927.73,417023.1418,368747.395,533929.2641,702288.8234,482777.6201,1369832.128,317553.0287,1664823.205,1199833.463,481462.891,311054.2289,1334326.359,435145.9674,137170.8911,469952.4073,747348.2107,179744.2301,266428.5648,1673201.607,362116.2615,536645.5757,205518.7425,311343.9108,214150.8294,168298.926,933592.0924,1030770.697,196290.6518,942382.3387,98047.8192,100270.1614,426221.0298,1135375.977,167472.7476,971836.5511,188662.0284,229579.8108,152889.4181,352283.4044,340190.3205,836393.5045,700157.7873,363634.3958,891337.8946,22980.75462,350284.6746,1195525.707,295850.6934,222477.5331,247918.821,913577.6976,546197.3763,426004.985,328152.9908,565403.2573,553226.0602,104008.5113,650013.2035,1196975.847,411723.9943,1646257.165,411039.5444,293086.7874,418213.5303,118964.6835,374099.1672,1047413.56,353116.894,180965.411,380441.184,428513.1924,69058.69929,704611.4567,672140.8341,902208.8674,418546.8244,580880.9993,195028.5207,626484.3519,1166849.778,167814.5657
F275,7638281.6,1723094.557,1572501.033,185290.5143,5679376.569,1020226.553,3817833.702,3330711.337,4897928.168,1032907.777,1166797.806,4441392.663,5117892.811,1355236.844,5008531.476,174851.0983,429789.1467,656605.2946,2789842.782,196821.4702,2435465.739,1021807.882,959071.2509,1663752.063,2765399.664,5648551.787,276834.6144,338597.8623,1862651.792,2193789.023,696594.283,1736421.177,1725656.186,9555129.121,1358976.453,892098.3308,2240285.023,5135918.834,3802934.098,1976660.72,877195.0144,582622.9357,509342.8404,1635736.973,1086490.738,194889.856,733402.4133,808698.5713,376532.1145,2373730.859,4490513.233,1252655.896,792338.933,1557003.198,6695516.897,3486022.64,1147727.869,1725087.11,679357.3704,710940.2641,1314069.995,11320254.7,118210.9563,807724.6105,4154536.736,6923774.112,3870221.336,210715.3682,2696190.615,405859.1707,1809260.108,202965.7502,2023478.798,2112400.472,8092629.896,3026392.257,1220014.051,14941533.46,746712.4409,3599311.38,4473248.077,774335.3345,6633626.843,1105936.706,200650.2787,1270624.867,100495.606,6905242.922,3787713.296,546994.6592,3759131.255,834599.3116,587215.4854,8786722.81,5795152.315,4356735.011,1197835.989,1122344.07,679821.6023
F276,3437657.428,3113103.158,1431871.454,492110.7714,1286668.03,1155810.307,745944.2502,1156006.179,2383886.69,4298883.649,1243214.897,1646487.74,1419930.394,447176.2228,996872.046,512573.2131,473410.4078,411091.6044,2762408.644,2884376.238,3766186.22,3589032.221,1584742.125,2841497.921,1213223.253,1789472.222,1270074.012,1641296.515,1077694.083,2294602.484,2781086.975,1697671.925,3170780.044,2359419.832,1857279.868,1990702.137,1542825.475,659909.022,1762304.925,1455836.503,1283113.36,1115600.886,831192.375,1443100.342,1617043.66,2312425.314,1509660.629,1525411.695,1061772.498,3705851.634,1992310.953,2512053.898,1976931.234,3074493.202,1135052.093,2767850.874,3241126.671,1097681.212,2154189.323,1231412.918,1255438.055,1835855.963,341393.3386,904477.1922,1257007.51,1659760.666,1171869.812,288332.222,829790.6622,660256.5326,990206.2737,634822.9214,3416809.776,1117558.337,1023549.222,1274075.853,2262481.313,2908033.493,1352370.162,2002847.021,444323.2093,2133026.142,1587303.946,1076268.979,5416026.58,2253156.127,2543695.863,1939630.522,461465.9508,2455097.717,1175821.854,1717003.997,2513294.672,2364633.031,1643424.609,1441925.581,1504319.608,3051249.451,2758150.69
F277,3940132.758,823066.1863,2236238.154,727447.5109,612243.0954,1206281.401,83727.19717,1510435.71,72508.557,35357.043,347928.1174,158877.6,1709990.987,44933.909,328784.0877,81779.97427,81671.9256,167377.0153,1059446.23,1807024.591,343753.9614,2051562.493,1139028.612,698664.549,675737.4038,179611.9824,143578.431,1214070.15,278689.1068,1669054.774,596039.886,75018.92,297026.9201,2662551.636,2270695.908,594249.2423,163581.9789,305804.3316,289156.0493,830750.3196,430813.8052,171406.2269,252721.1613,167581.3289,254275.7841,193704.1828,49947.78473,58477.13455,152484.6062,1232377.923,267664.8003,139700.8622,537876.815,2260563.424,56325.04429,266009.6714,1194377.39,52877.44786,1221938.519,191779.0458,1623557.603,3488889.241,556259.2072,1894871.957,1277128.876,2631601.714,916070.8498,910081.2188,65071.2595,127581.6157,2663734.589,844165.8978,2567705.726,61136.2038,241013.4967,112642.9817,568215.1704,3342545.317,1978892.153,194951.3702,1471347.788,1927111.553,34338.2892,518062.2544,44085.32857,998216.0826,246224.5255,1198586.296,167701.3491,288481.9404,437234.9622,3085273.39,409204.2507,1506000.404,2158044.728,128439.8094,78847.19267,28198.8258,24972.9384
